Gene ID,source_id,Organism,Product Description,Protein Length,Molecular Weight,Superfamily Description,# TM Domains,Computed GO Functions
GL50803_00136021,GL50803_00136021_t1,Giardia Assemblage A isolate WB 2019,Beta-tubulin 2,447,50050,"Tubulin/FtsZ, GTPase domain superfamily;Tubulin/FtsZ, C-terminal",0,GTP binding;GTPase activity;structural constituent of cytoskeleton
GL50803_0013603,GL50803_0013603_t1,Giardia Assemblage A isolate WB 2019,ATP synthase subunit E family protein,207,23381,N/A,0,"proton-transporting ATPase activity, rotational mechanism"
GL50803_0013604,GL50803_0013604_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1005,111581,N/A,0,N/A
GL50803_0013606,GL50803_0013606_t1,Giardia Assemblage A isolate WB 2019,putative Phosphatidylinositol-4-phosphate 5-kinase,555,61412,N/A,0,N/A
GL50803_0013608,GL50803_0013608_t1,Giardia Assemblage A isolate WB 2019,Acetyl-CoA synthetase,715,76672,NAD(P)-binding domain superfamily;Succinyl-CoA synthetase-like,0,ATP binding;acetate-CoA ligase (ADP-forming) activity;metal ion binding
GL50803_0013616,GL50803_0013616_t1,Giardia Assemblage A isolate WB 2019,Glycine-rich protein,484,53684,WD40-repeat-containing domain superfamily,0,protein binding
GL50803_0013622,GL50803_0013622_t1,Giardia Assemblage A isolate WB 2019,unspecified product,217,24569,N/A,3,N/A
GL50803_0013627,GL50803_0013627_t1,Giardia Assemblage A isolate WB 2019,unspecified product,160,18736,N/A,0,N/A
GL50803_0013636,GL50803_0013636_t1,Giardia Assemblage A isolate WB 2019,Bromodomain-containing protein,403,44511,Bromodomain-like superfamily,0,protein binding
GL50803_0013651,GL50803_0013651_t1,Giardia Assemblage A isolate WB 2019,unspecified product,675,76368,N/A,0,N/A
GL50803_0013652,GL50803_0013652_t1,Giardia Assemblage A isolate WB 2019,Calmodulin,161,17999,EF-hand domain pair,0,calcium ion binding
GL50803_0013653,GL50803_0013653_t1,Giardia Assemblage A isolate WB 2019,ERCC4 domain-containing protein,414,46620,Restriction endonuclease  type II-like,0,DNA binding;nuclease activity
GL50803_0013661,GL50803_0013661_t1,Giardia Assemblage A isolate WB 2019,Eukaryotic translation initiation factor 3 subunit 2,350,38415,WD40-repeat-containing domain superfamily,0,protein binding
GL50803_0013667,GL50803_0013667_t1,Giardia Assemblage A isolate WB 2019,Notchless,512,56911,WD40-repeat-containing domain superfamily,0,protein binding
GL50803_0013668,GL50803_0013668_t1,Giardia Assemblage A isolate WB 2019,unspecified product,361,39406,N/A,2,N/A
GL50803_0013671,GL50803_0013671_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1156,129646,N/A,0,N/A
GL50803_0013672,GL50803_0013672_t1,Giardia Assemblage A isolate WB 2019,Nicotinamide-nucleotide adenylyltransferase,227,25446,N/A,0,catalytic activity
GL50803_0013690,GL50803_0013690_t1,Giardia Assemblage A isolate WB 2019,unspecified product,212,23056,N/A,0,N/A
GL50803_0013691,GL50803_0013691_t1,Giardia Assemblage A isolate WB 2019,unspecified product,453,51846,N/A,10,N/A
GL50803_0013694,GL50803_0013694_t1,Giardia Assemblage A isolate WB 2019,unspecified product,239,27348,N/A,0,N/A
GL50803_0013699,GL50803_0013699_t1,Giardia Assemblage A isolate WB 2019,unspecified product,171,18887,N/A,0,N/A
GL50803_0013700,GL50803_0013700_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1113,123457,N/A,0,N/A
GL50803_0013708,GL50803_0013708_t1,Giardia Assemblage A isolate WB 2019,E3 ubiquitin-protein ligase,2527,283829,N/A,0,ubiquitin protein ligase activity;zinc ion binding
GL50803_0013720,GL50803_0013720_t1,Giardia Assemblage A isolate WB 2019,unspecified product,529,58304,N/A,0,N/A
GL50803_0013727,GL50803_0013727_t1,Giardia Assemblage A isolate WB 2019,VSP,540,54828,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_0013728,GL50803_0013728_t1,Giardia Assemblage A isolate WB 2019,High cysteine protein,318,32965,Growth factor receptor cysteine-rich domain superfamily,0,N/A
GL50803_0013735,GL50803_0013735_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,1113,124458,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0013737,GL50803_0013737_t1,Giardia Assemblage A isolate WB 2019,Ring finger domain-containing protein,815,91080,N/A,0,N/A
GL50803_0013747,GL50803_0013747_t1,Giardia Assemblage A isolate WB 2019,C4 group specific protein,198,21936,N/A,0,N/A
GL50803_0013749,GL50803_0013749_t1,Giardia Assemblage A isolate WB 2019,Poly(A) polymerase,617,70915,Nucleotidyltransferase superfamily,0,nucleotidyltransferase activity;polynucleotide adenylyltransferase activity
GL50803_0013756,GL50803_0013756_t1,Giardia Assemblage A isolate WB 2019,Proteasome subunit beta type 3,207,23038,"Nucleophile aminohydrolases, N-terminal",0,threonine-type endopeptidase activity
GL50803_001376,GL50803_001376_t1,Giardia Assemblage A isolate WB 2019,Mge1,178,19273,"GrpE nucleotide exchange factor, head",0,adenyl-nucleotide exchange factor activity;chaperone binding;protein homodimerization activity
GL50803_00137603,GL50803_00137603_t1,Giardia Assemblage A isolate WB 2019,unspecified product,463,52146,N/A,1,N/A
GL50803_00137604,GL50803_00137604_t1,Giardia Assemblage A isolate WB 2019,VSP S8,633,63547,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_00137605,GL50803_00137605_t1,Giardia Assemblage A isolate WB 2019,VSP with INR,445,45756,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_00137606,GL50803_00137606_t1,Giardia Assemblage A isolate WB 2019,VSP,736,76140,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_00137608,GL50803_00137608_t1,Giardia Assemblage A isolate WB 2019,VSP with INR,531,53425,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_00137609,GL50803_00137609_t1,Giardia Assemblage A isolate WB 2019,RNA polymerase II subunit Rpb5a,229,26355,"RNA polymerase Rpb5, N-terminal domain superfamily;RPB5-like RNA polymerase subunit superfamily",0,DNA binding;DNA-directed 5'-3' RNA polymerase activity
GL50803_00137610,GL50803_00137610_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_00137611,GL50803_00137611_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_00137612,GL50803_00137612_t1,Giardia Assemblage A isolate WB 2019,VSP,732,75239,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_00137613,GL50803_00137613_t1,Giardia Assemblage A isolate WB 2019,VSP with INR,394,40536,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_00137614,GL50803_00137614_t1,Giardia Assemblage A isolate WB 2019,VSP,689,70507,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_00137617,GL50803_00137617_t1,Giardia Assemblage A isolate WB 2019,VSP,734,75503,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_00137618,GL50803_00137618_t1,Giardia Assemblage A isolate WB 2019,VSP,737,75862,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_00137619,GL50803_00137619_t1,Giardia Assemblage A isolate WB 2019,RNA polymerase III subunit C11,105,11988,N/A,0,nucleic acid binding;zinc ion binding
GL50803_00137620,GL50803_00137620_t1,Giardia Assemblage A isolate WB 2019,VSP,680,69290,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_00137641,GL50803_00137641_t1,Giardia Assemblage A isolate WB 2019,unspecified product,493,55006,N/A,1,N/A
GL50803_0013766,GL50803_0013766_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,819,89887,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_00137672,GL50803_00137672_t1,Giardia Assemblage A isolate WB 2019,High cysteine membrane protein VSP-like,807,85616,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_00137673,GL50803_00137673_t1,Giardia Assemblage A isolate WB 2019,putative Reverse transcriptase/endonuclease,1109,118818,DNA/RNA polymerase superfamily,0,RNA-directed DNA polymerase activity
GL50803_00137676,GL50803_00137676_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",340,37136,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50803_00137679,GL50803_00137679_t1,Giardia Assemblage A isolate WB 2019,unspecified product,368,39708,N/A,0,N/A
GL50803_00137680,GL50803_00137680_t1,Giardia Assemblage A isolate WB 2019,Cathepsin L-like protease,517,58081,Papain-like cysteine peptidase superfamily,1,cysteine-type peptidase activity
GL50803_00137681,GL50803_00137681_t1,Giardia Assemblage A isolate WB 2019,VSP,370,37806,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_00137682,GL50803_00137682_t1,Giardia Assemblage A isolate WB 2019,unspecified product,269,28800,N/A,0,N/A
GL50803_00137684,GL50803_00137684_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,1336,147883,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_00137685,GL50803_00137685_t1,Giardia Assemblage A isolate WB 2019,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase,719,80774,N/A,9,oligosaccharyl transferase activity
GL50803_00137688,GL50803_00137688_t1,Giardia Assemblage A isolate WB 2019,putative DNA polymerase,1198,138649,Ribonuclease H-like superfamily;DNA/RNA polymerase superfamily,0,DNA binding;DNA-directed DNA polymerase activity;nucleic acid binding;nucleotide binding
GL50803_00137689,GL50803_00137689_t1,Giardia Assemblage A isolate WB 2019,unspecified product,7671,864436,P-loop containing nucleoside triphosphate hydrolase,0,N/A
GL50803_00137690,GL50803_00137690_t1,Giardia Assemblage A isolate WB 2019,Helicase conserved C-terminal domain-containing protein,263,29745,P-loop containing nucleoside triphosphate hydrolase,0,N/A
GL50803_00137691,GL50803_00137691_t1,Giardia Assemblage A isolate WB 2019,High cysteine membrane protein,209,21525,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_00137692,GL50803_00137692_t1,Giardia Assemblage A isolate WB 2019,unspecified product,275,31013,N/A,0,N/A
GL50803_00137693,GL50803_00137693_t1,Giardia Assemblage A isolate WB 2019,unspecified product,716,79816,N/A,0,N/A
GL50803_00137695,GL50803_00137695_t1,Giardia Assemblage A isolate WB 2019,"Kinase, CMGC DYRK",860,97249,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50803_00137696,GL50803_00137696_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",1176,129084,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50803_00137697,GL50803_00137697_t1,Giardia Assemblage A isolate WB 2019,VSP,493,49749,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_00137698,GL50803_00137698_t1,Giardia Assemblage A isolate WB 2019,Sec13,294,31464,WD40-repeat-containing domain superfamily,0,protein binding;structural molecule activity
GL50803_00137699,GL50803_00137699_t1,Giardia Assemblage A isolate WB 2019,unspecified product,275,31067,N/A,0,N/A
GL50803_00137701,GL50803_00137701_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_00137702,GL50803_00137702_t1,Giardia Assemblage A isolate WB 2019,Kinase,508,55683,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50803_00137703,GL50803_00137703_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,513,56587,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_00137704,GL50803_00137704_t1,Giardia Assemblage A isolate WB 2019,unspecified product,721,80454,CH domain superfamily,0,N/A
GL50803_00137705,GL50803_00137705_t1,Giardia Assemblage A isolate WB 2019,unspecified product,510,57979,N/A,0,N/A
GL50803_00137706,GL50803_00137706_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",595,65800,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50803_00137707,GL50803_00137707_t1,Giardia Assemblage A isolate WB 2019,VSP,593,60304,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_00137708,GL50803_00137708_t1,Giardia Assemblage A isolate WB 2019,VSP,593,60304,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_0013771,GL50803_0013771_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1330,147065,N/A,0,N/A
GL50803_00137710,GL50803_00137710_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_00137711,GL50803_00137711_t1,Giardia Assemblage A isolate WB 2019,unspecified product,6401,717359,N/A,2,N/A
GL50803_00137712,GL50803_00137712_t1,Giardia Assemblage A isolate WB 2019,unspecified product,6458,707706,N/A,0,N/A
GL50803_00137713,GL50803_00137713_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1257,135828,N/A,5,N/A
GL50803_00137714,GL50803_00137714_t1,Giardia Assemblage A isolate WB 2019,VSP with INR,627,63882,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_00137715,GL50803_00137715_t1,Giardia Assemblage A isolate WB 2019,High cysteine membrane protein Group 5,678,71892,Growth factor receptor cysteine-rich domain superfamily,1,protein binding
GL50803_00137716,GL50803_00137716_t1,Giardia Assemblage A isolate WB 2019,Axoneme-associated protein GASP-180,1627,179269,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_00137717,GL50803_00137717_t1,Giardia Assemblage A isolate WB 2019,VSP,1921,191600,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_00137718,GL50803_00137718_t1,Giardia Assemblage A isolate WB 2019,unspecified product,690,77939,N/A,0,N/A
GL50803_00137719,GL50803_00137719_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",466,52258,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50803_00137720,GL50803_00137720_t1,Giardia Assemblage A isolate WB 2019,unspecified product,766,86439,N/A,0,N/A
GL50803_00137721,GL50803_00137721_t1,Giardia Assemblage A isolate WB 2019,VSP,583,59481,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_00137722,GL50803_00137722_t1,Giardia Assemblage A isolate WB 2019,VSP,661,68900,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_00137723,GL50803_00137723_t1,Giardia Assemblage A isolate WB 2019,VSP,661,68900,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_00137725,GL50803_00137725_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_00137726,GL50803_00137726_t1,Giardia Assemblage A isolate WB 2019,putative ABC transporter ABCA.1,1979,216444,P-loop containing nucleoside triphosphate hydrolase,12,ATP binding
GL50803_00137727,GL50803_00137727_t1,Giardia Assemblage A isolate WB 2019,High cysteine membrane protein EGF-like,1681,178455,N/A,1,N/A
GL50803_00137728,GL50803_00137728_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_00137729,GL50803_00137729_t1,Giardia Assemblage A isolate WB 2019,VSP,403,41458,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_00137730,GL50803_00137730_t1,Giardia Assemblage A isolate WB 2019,Kinase,705,79001,Protein kinase-like domain superfamily,1,ATP binding;protein kinase activity
GL50803_00137731,GL50803_00137731_t1,Giardia Assemblage A isolate WB 2019,CDC45-like protein,1043,116640,N/A,0,N/A
GL50803_00137732,GL50803_00137732_t1,Giardia Assemblage A isolate WB 2019,High cysteine membrane protein,614,65204,N/A,1,N/A
GL50803_00137733,GL50803_00137733_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",297,32803,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50803_00137734,GL50803_00137734_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1241,138617,Armadillo-type fold,2,N/A
GL50803_00137735,GL50803_00137735_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_00137736,GL50803_00137736_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_00137737,GL50803_00137737_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_00137739,GL50803_00137739_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1871,211476,N/A,0,N/A
GL50803_0013774,GL50803_0013774_t1,Giardia Assemblage A isolate WB 2019,unspecified product,294,32356,N/A,0,N/A
GL50803_00137740,GL50803_00137740_t1,Giardia Assemblage A isolate WB 2019,VSP,598,60631,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_00137742,GL50803_00137742_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",464,51015,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50803_00137743,GL50803_00137743_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",464,51015,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50803_00137744,GL50803_00137744_t1,Giardia Assemblage A isolate WB 2019,VSP,1487,155527,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50803_00137745,GL50803_00137745_t1,Giardia Assemblage A isolate WB 2019,SMC3-like protein,1231,136454,P-loop containing nucleoside triphosphate hydrolase;SMCs flexible hinge superfamily,0,ATP binding;ATP hydrolysis activity;protein binding
GL50803_00137746,GL50803_00137746_t1,Giardia Assemblage A isolate WB 2019,unspecified product,555,61924,N/A,0,N/A
GL50803_00137747,GL50803_00137747_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1079,112784,N/A,1,N/A
GL50803_00137748,GL50803_00137748_t1,Giardia Assemblage A isolate WB 2019,unspecified product,2251,250474,N/A,0,N/A
GL50803_00137749,GL50803_00137749_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1577,175474,N/A,0,N/A
GL50803_0013775,GL50803_0013775_t1,Giardia Assemblage A isolate WB 2019,unspecified product,84,9418,N/A,0,N/A
GL50803_00137750,GL50803_00137750_t1,Giardia Assemblage A isolate WB 2019,Leucine-rich repeat protein,976,108782,N/A,0,protein binding
GL50803_00137751,GL50803_00137751_t1,Giardia Assemblage A isolate WB 2019,unspecified product,690,78375,N/A,0,N/A
GL50803_00137752,GL50803_00137752_t1,Giardia Assemblage A isolate WB 2019,VSP,1419,144274,Growth factor receptor cysteine-rich domain superfamily,1,N/A
